Series Name,Series Code,Country Name,Country Code,Region,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Population, total",SP.POP.TOTL,Luxembourg,LUX,European Region,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,620001,630419,640064
"Population, total",SP.POP.TOTL,"Macao SAR, China",MAC,#N/A,430600,433900,438400,443600,454700,473500,498900,520900,540700,535000,537000,549600,567900,591900,621700,642900,652500,648400,658900,672000,685400,682500
"Population, total",SP.POP.TOTL,Madagascar,MDG,African Region,16516338,17032939,17549913,18071854,18606608,19159707,19730909,20318583,20923840,21547280,22183340,22822300,23462438,24109290,24764348,25426702,26099952,26788375,27494926,28219554,28953556,29691083
"Population, total",SP.POP.TOTL,Malawi,MWI,African Region,11315942,11593058,11880440,12181574,12500737,12840031,13198701,13576343,13976417,14395788,14826463,15265022,15709577,16161816,16621538,17085587,17557739,18039715,18528081,19025752,19533888,20047258
"Population, total",SP.POP.TOTL,Malaysia,MYS,Western Pacific Region,22967816,23526538,24102477,24679602,25256772,25836071,26417909,26998389,27570059,28124778,28655776,29162039,29662831,30174265,30696137,31232798,31789685,32355644,32910967,33440596,33889558,34282399
"Population, total",SP.POP.TOTL,Maldives,MDV,South-East Asia Region,282019,286767,291616,296491,301413,306429,313851,324479,336170,348275,360792,373674,386818,400070,413617,428154,443308,458287,473099,487731,502118,516154
"Population, total",SP.POP.TOTL,Mali,MLI,African Region,11559290,11912158,12288050,12684955,13102409,13538647,13990139,14457775,14940782,15435539,15945198,16469049,16957033,17459615,18020267,18593022,19191289,19813011,20442030,21068405,21713836,22388630
"Population, total",SP.POP.TOTL,Malta,MLT,European Region,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,467999,484630,504062,515332,518536
"Population, total",SP.POP.TOTL,Marshall Islands,MHL,Western Pacific Region,50706,51123,51425,51639,51791,51906,51992,52035,52030,52019,52044,51907,51419,50681,49796,48800,47709,46529,45285,44007,42706,41367
"Population, total",SP.POP.TOTL,Mauritania,MRT,African Region,2613441,2678760,2738655,2802046,2868664,2939059,3013660,3093059,3183269,3284448,3390965,3502811,3619034,3734318,3848514,3965959,4086657,4210600,4337685,4467708,4600131,4734874
"Population, total",SP.POP.TOTL,Mauritius,MUS,African Region,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258927,1261208,1262879,1263747,1264887,1265577,1265985,1266014,1266334
"Population, total",SP.POP.TOTL,Mexico,MEX,Region of the Americas,98625552,100099099,101548624,102978515,104394131,105811504,107253666,108774360,110374288,111999721,113623895,115243504,116818208,118343573,119784261,121072306,122251351,123400057,124573711,125762982,126799054,127648148
"Population, total",SP.POP.TOTL,"Micronesia, Fed. Sts.",FSM,Western Pacific Region,112044,112365,112448,112285,111925,111412,110729,109880,108936,107957,107540,107698,107890,108121,108396,108716,109075,109481,109909,110282,110916,111624
"Population, total",SP.POP.TOTL,Moldova,MDA,European Region,2924668,2918135,2911385,2903198,2896023,2888985,2880967,2874299,2868833,2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809
"Population, total",SP.POP.TOTL,Monaco,MCO,European Region,32455,32447,32422,32374,32307,32210,32057,31837,31836,32364,33163,33946,34711,35447,36128,36757,37276,37678,38154,38109,38050,38527
"Population, total",SP.POP.TOTL,Mongolia,MNG,Western Pacific Region,2388299,2417751,2449027,2480374,2508412,2536407,2567168,2601850,2643201,2691115,2738622,2786317,2839705,2899011,2963113,3026864,3088856,3148917,3208189,3267673,3327204,3383741
"Population, total",SP.POP.TOTL,Montenegro,MNE,European Region,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622028,621306,619211
"Population, total",SP.POP.TOTL,Morocco,MAR,Eastern Mediterranean Region,28423435,28814643,29198142,29571415,29953018,30358144,30771178,31186468,31606767,32030778,32467016,32912588,33355241,33787571,34204780,34607588,35023457,35446392,35839760,36210898,36584208,36954442
"Population, total",SP.POP.TOTL,Mozambique,MOZ,African Region,18129653,18537729,18958338,19392475,19840313,20304569,20787087,21287635,21819036,22391745,22999235,23649039,24337846,25051611,25788475,26547572,27337105,28166393,29018644,29884380,30783688,31707800
"Population, total",SP.POP.TOTL,Myanmar,MMR,South-East Asia Region,45290841,45771139,46232653,46667192,47068772,47438365,47785135,48125043,48390793,48660459,49024382,49419820,49837446,50262658,50681634,51089056,51495696,51894938,52272247,52640713,53016522,53387102
"Population, total",SP.POP.TOTL,Namibia,NAM,African Region,1818647,1857048,1889970,1917464,1942082,1966582,1991888,2018600,2047056,2077394,2109811,2146325,2194654,2252508,2312139,2374300,2439213,2506853,2577327,2650494,2728762,2810548
"Population, total",SP.POP.TOTL,Nauru,NRU,Western Pacific Region,10168,10130,10082,10059,10060,10049,10034,10020,10009,10016,10043,10098,10267,10517,10742,10954,11150,11324,11477,11587,11643,11709
"Population, total",SP.POP.TOTL,Nepal,NPL,South-East Asia Region,24546509,24946748,25328981,25688758,26016656,26309458,26565425,26788492,26990037,27173035,27341952,27464494,27534915,27589996,27672370,27823629,27955462,28011258,28079689,28414064,28966574,29475010
"Population, total",SP.POP.TOTL,Netherlands,NLD,European Region,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044
"Population, total",SP.POP.TOTL,New Caledonia,NCL,#N/A,223098,227707,232236,236678,240852,244381,247547,250725,253825,257250,261582,266543,271633,276822,281224,283168,283423,283546,283541,283606,284176,285214
"Population, total",SP.POP.TOTL,New Zealand,NZL,Western Pacific Region,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4979200,5090200,5111300
"Population, total",SP.POP.TOTL,Nicaragua,NIC,Region of the Americas,5022633,5087825,5149909,5210963,5272912,5342105,5418855,5497243,5576593,5656601,5737450,5819051,5901287,5983845,6066492,6149417,6232666,6316231,6400080,6483657,6565267,6644741
"Population, total",SP.POP.TOTL,Niger,NER,African Region,11509630,11920647,12349144,12796984,13265836,13756192,14268581,14803610,15361915,15943675,16548835,17176283,17836769,18519898,19215909,19939498,20685753,21435446,22188069,22947757,23717613,24502140
"Population, total",SP.POP.TOTL,Nigeria,NGA,African Region,126382494,129862595,133471989,137202644,141057045,145017253,149077334,153267261,157595014,162049464,166642886,171379598,176200625,181049443,185896915,190671878,195443700,200254579,204938755,209485641,213996181,218529286
"Population, total",SP.POP.TOTL,North Macedonia,MKD,European Region,2026350,2034882,2020157,2022725,2016186,2005330,1994287,1982933,1971493,1958782,1946298,1937398,1929821,1922716,1917557,1912430,1906313,1898657,1889051,1876262,1856124,1837114
"Population, total",SP.POP.TOTL,Northern Mariana Islands,MNP,#N/A,68356,67984,66778,65421,63938,62354,60682,58941,57150,55325,54091,53608,53234,52758,52178,51514,50773,49959,49077,48129,47528,46979
"Population, total",SP.POP.TOTL,Norway,NOR,European Region,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475,5408320
"Population, total",SP.POP.TOTL,Oman,OMN,Eastern Mediterranean Region,2282131,2310217,2337140,2363796,2404821,2459802,2514795,2570174,2626529,2684659,2757446,3076763,3547106,3833913,4002439,4184895,4390877,4537396,4597877,4591241,4522497,4500424
"Population, total",SP.POP.TOTL,Pakistan,PAK,Eastern Mediterranean Region,154879127,159270907,163222549,167110248,171286000,175453212,179682690,184493231,189499113,194376534,199239047,203746065,207667125,211073978,214264647,217290883,220138869,223273967,226928892,230800899,235001746,239477801
"Population, total",SP.POP.TOTL,Palau,PLW,Western Pacific Region,19178,19352,19503,19659,19820,19819,19593,19302,19009,18709,18396,18078,17765,17648,17715,17770,17797,17812,17814,17798,17792,17783
"Population, total",SP.POP.TOTL,Panama,PAN,Region of the Americas,3010369,3069537,3129344,3189807,3251155,3313026,3375024,3437490,3500648,3564381,3628535,3693505,3759256,3825329,3892101,3960035,4029086,4098707,4167860,4234700,4293261,4345405
"Population, total",SP.POP.TOTL,Papua New Guinea,PNG,Western Pacific Region,5537064,5728435,5924003,6123997,6328041,6535905,6747720,6963345,7183002,7406438,7633523,7859346,8081390,8302698,8523441,8743246,8961718,9178714,9394513,9609010,9815746,10012896
"Population, total",SP.POP.TOTL,Paraguay,PRY,Region of the Americas,5100868,5187689,5261328,5326436,5388175,5448097,5505148,5559386,5613574,5671236,5737971,5814626,5897008,5982445,6069811,6159103,6249126,6338660,6427382,6515058,6603739,6684182
"Population, total",SP.POP.TOTL,Peru,PER,Region of the Americas,26598331,26964601,27288217,27580490,27852190,28101180,28324491,28530699,28719041,28896811,29086019,29304086,29550366,29817919,30115826,30457600,30866494,31324637,31897584,32449303,32838579,33155882
"Population, total",SP.POP.TOTL,Philippines,PHL,Western Pacific Region,79625397,81401488,83068889,84731835,86394504,88015962,89508986,91075184,92699095,94384250,96337125,98248614,100175512,102076336,103767130,105312992,106735719,108119693,109465287,110804683,112081264,113100950
"Population, total",SP.POP.TOTL,Poland,POL,European Region,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475,37899070,36981559
"Population, total",SP.POP.TOTL,Portugal,PRT,European Region,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263,10297081,10361831
"Population, total",SP.POP.TOTL,Puerto Rico,PRI,Region of the Americas,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,3193694,3281557,3262693
"Population, total",SP.POP.TOTL,Qatar,QAT,Eastern Mediterranean Region,644989,677925,711205,744682,773332,825408,972831,1208595,1426938,1608903,1616832,1624761,1722438,1916426,2151745,2344557,2477113,2545820,2580734,2638657,2794148,2504910
"Population, total",SP.POP.TOTL,Romania,ROU,European Region,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19265250,19122059
"Population, total",SP.POP.TOTL,Russian Federation,RUS,European Region,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785348,142849468,143018195,143378447,143805638,144237223,144640716,145015460,145293260,145398106,145453291,145245148,144746762
"Population, total",SP.POP.TOTL,Rwanda,RWA,African Region,8213931,8287094,8400180,8586875,8816844,9054528,9299246,9549933,9804269,10060432,10317553,10573733,10829901,11093340,11364757,11640022,11919183,12202060,12487996,12776103,13065837,13355260
"Population, total",SP.POP.TOTL,Samoa,WSM,Western Pacific Region,181685,183166,184471,185430,186249,186978,187709,188753,190107,191513,193023,194713,196498,198268,200037,201782,203499,205415,207582,209780,211944,213779
"Population, total",SP.POP.TOTL,San Marino,SMR,European Region,26799,27143,27491,27843,29457,29836,30184,31211,31662,33066,33270,32620,33469,33041,32655,32897,33101,33825,34522,34663,34770,34252
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,African Region,144018,146375,149922,153814,157705,161639,165638,169700,173793,177853,181802,185649,189439,193148,196767,200291,203689,206970,210187,213392,217435,221961
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,Eastern Mediterranean Region,16177722,17041397,17910910,18786767,19669480,20559890,21459144,22368313,23287877,24217654,23978487,25091867,26168861,27624004,28309273,29816382,30954198,30977355,30196281,30063799,31552510,30784383
"Population, total",SP.POP.TOTL,Senegal,SEN,African Region,9968260,10212942,10466214,10721176,10975704,11235472,11500094,11770344,12048959,12337389,12635413,12958897,13310495,13710849,14152102,14593331,15034521,15475002,15914498,16352922,16789219,17220867
"Population, total",SP.POP.TOTL,Serbia,SRB,European Region,7516346,7503433,7500031,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7236519,7201497,7166553,7131787,7095383,7058322,7020858,6982604,6945235,6899126,6834326
"Population, total",SP.POP.TOTL,Seychelles,SYC,African Region,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462,99258
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,African Region,4423611,4692716,4971435,5177687,5355717,5501712,5624466,5749352,5894722,6055646,6222714,6387251,6551080,6714051,6876385,7037655,7205328,7379299,7554563,7731991,7912558,8094602
"Population, total",SP.POP.TOTL,Singapore,SGP,Western Pacific Region,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,5453566
"Population, total",SP.POP.TOTL,Sint Maarten (Dutch part),SXM,#N/A,30773,30726,30960,31327,31690,32057,32428,32791,33145,33491,33794,34267,35023,35854,36672,37471,38249,38996,39712,40385,41008,41571
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,European Region,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827,5447247
"Population, total",SP.POP.TOTL,Slovenia,SVN,European Region,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2102419,2108079
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,Western Pacific Region,440469,449125,457671,466154,474611,483080,491594,500156,508790,518141,532968,552945,573606,594945,616908,639415,662379,685672,709101,728147,744498,762591
"Population, total",SP.POP.TOTL,Somalia,SOM,Eastern Mediterranean Region,8838713,9198493,9550063,9909157,10280998,10644228,10975502,11322582,11663084,11961201,12261756,12348830,12461160,12869594,13339491,13806963,14348740,14916629,15452487,16030971,16651191,17271431
"Population, total",SP.POP.TOTL,South Africa,ZAF,African Region,47159719,47566800,48019415,48500348,48991421,49490033,49998277,50528584,51114599,51728516,52344051,52995205,53782567,54678791,55594838,56723537,57259551,57635162,58613001,59587885,60562381,61502603
"Population, total",SP.POP.TOTL,South Sudan,SSD,African Region,6032267,6308391,6596806,6903127,7233041,7590143,7976526,8388788,8817647,9243556,9745953,10288109,10756240,11166275,11235073,11107561,10830102,10259154,10122977,10423384,10698467,10865780
"Population, total",SP.POP.TOTL,Spain,ESP,European Region,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47134837,47365655,47415794
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,South-East Asia Region,19293054,19600362,19805752,19951521,20087605,20216524,20352411,20492545,20629378,20756435,20879089,21009048,21169458,20585000,20778000,20970000,21209000,21444000,21670000,21803000,21919000,22156000
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,Region of the Americas,45248,45761,46020,46176,46315,46437,46569,46706,46835,46916,46846,46886,47033,47069,47089,47087,47075,47050,47008,46952,46870,46763
"Population, total",SP.POP.TOTL,St. Lucia,LCA,Region of the Americas,158616,160237,161641,162976,164239,165450,166639,167758,168808,169869,170906,171801,172587,173369,174138,174905,175646,176342,177017,177661,178250,178522
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,#N/A,29996,30803,31604,32395,33171,33928,34658,35337,35958,36502,36856,37069,37276,37419,37450,37369,37175,36837,36012,34267,31786,29961
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,Region of the Americas,113545,113501,113347,113141,112835,112450,112014,111531,111028,110508,109959,109349,108736,108135,107535,106960,106349,105663,104926,104167,103526,102841
